field,crop_name_en,variety_name_en,season,yield_bu_ac,yield_target,totalN_per_ac,totalP_per_ac,totalK_per_ac,state,county,acres,lat,long
101010,Corn,Corn Pioneer 86P20,2021,175.1,179.7,191.67,38.51,11.08,Nebraska,Hall,208.7,41.490005,-97.788615
101011,Sorghum,Sorghum Hybrid A,2021,182.8,176.9,139.4,43.13,58.14,Nebraska,Hall,26.0,41.720658,-97.622453
101012,"Wheat, Hard Winter",WB-Grainfield,2021,196.4,194.8,170.66,67.42,33.31,Nebraska,Hall,173.9,41.357734,-97.927641
101013,"Wheat, Hard Winter",WB-Grainfield,2021,144.3,139.4,106.76,13.06,22.07,Nebraska,Hall,264.1,41.142756,-97.462397
101014,Corn,Corn Pioneer 86P20,2021,152.7,146.9,77.16,60.33,25.32,Nebraska,Hall,213.4,40.971765,-97.648964
101015,Corn,Corn Pioneer 86P20,2021,139.1,131.3,82.93,31.15,42.84,Nebraska,Hall,27.9,40.094515,-97.377975
101016,Sorghum,Sorghum Hybrid B,2021,131.3,136.0,35.63,29.28,60.18,Nebraska,Hall,144.0,40.191468,-98.224258
101017,Corn,Corn Pioneer 86P20,2021,194.1,199.4,174.34,46.94,43.35,Nebraska,Hall,228.2,40.434563,-99.014492
101018,"Wheat, Hard Winter",TAM 114,2021,175.1,172.0,170.05,25.03,49.73,Nebraska,Hall,80.5,40.385891,-98.16419
101019,Sorghum,Sorghum Hybrid A,2021,147.4,152.6,49.35,86.59,54.29,Nebraska,Hall,101.5,41.656008,-98.892021
101020,Sorghum,Sorghum Hybrid B,2021,156.4,163.6,106.01,47.37,36.1,Nebraska,Hall,32.6,41.634396,-98.540543
101021,Sorghum,Sorghum Hybrid B,2021,172.5,181.0,94.03,61.98,37.44,Nebraska,Hall,74.7,41.252994,-98.366298
101022,"Wheat, Hard Winter",TAM 114,2021,147.9,147.8,91.2,29.37,37.68,Nebraska,Hall,260.0,41.047178,-97.315349
101023,"Wheat, Hard Winter",WB-Grainfield,2021,146.4,149.0,19.61,48.97,42.95,Nebraska,Hall,96.9,40.121121,-98.558555
101024,Sorghum,Sorghum Hybrid B,2021,158.6,150.9,139.31,22.08,36.41,Nebraska,Hall,207.3,40.097105,-97.315476
101025,Sorghum,Sorghum Hybrid A,2021,165.8,174.5,124.14,36.76,34.66,Nebraska,Hall,175.8,41.726089,-98.006794
101026,Corn,Corn Pioneer 86P20,2021,169.6,161.8,109.56,48.94,19.37,Nebraska,Hall,188.2,41.675944,-97.373458
101027,Sorghum,Sorghum Hybrid B,2021,172.6,179.1,139.77,19.0,28.27,Nebraska,Hall,257.6,40.435243,-99.029319
101028,"Wheat, Hard Winter",WB-Grainfield,2021,155.4,151.6,109.29,50.94,16.62,Nebraska,Hall,192.7,40.456983,-99.274604
101029,Corn,Corn Pioneer 86P20,2021,172.6,174.7,67.9,42.42,35.62,Nebraska,Hall,234.7,41.744962,-99.269743
101030,Corn,Corn DKC63-58,2021,186.4,188.3,183.4,36.08,37.1,Nebraska,Hall,86.1,39.961462,-97.616952
101031,Corn,Corn Pioneer 86P20,2021,192.6,190.2,178.87,35.3,48.07,Nebraska,Hall,135.2,41.807578,-97.232306
101032,Sorghum,Sorghum Hybrid B,2021,175.0,170.9,184.29,80.52,55.73,Nebraska,Hall,144.9,41.813234,-98.018091
101033,Sorghum,Sorghum Hybrid A,2021,149.9,152.0,121.95,69.03,44.28,Nebraska,Hall,189.5,40.022761,-98.829218
101034,Corn,Corn DKC63-58,2021,210,202.9,211.69,44.72,49.95,Nebraska,Hall,156.2,40.873257,-97.865359
101035,Corn,Corn Pioneer 86P20,2021,156.3,148.4,100.84,39.5,37.04,Nebraska,Hall,182.0,41.266304,-98.309772
101036,Sorghum,Sorghum Hybrid B,2021,183.9,192.3,205.29,62.79,30.52,Nebraska,Hall,234.9,41.407236,-97.541797
101037,"Wheat, Hard Winter",WB-Grainfield,2021,135.9,144.7,22.62,36.01,25.32,Nebraska,Hall,157.3,41.429619,-98.536789
101038,Corn,Corn Pioneer 86P20,2021,176.1,181.6,99.69,61.43,5.65,Nebraska,Hall,111.0,41.036418,-97.962831
101039,Corn,Corn Pioneer 86P20,2021,199.8,193.4,189.54,60.02,41.2,Nebraska,Hall,204.8,41.559521,-99.245327
101040,"Wheat, Hard Winter",WB-Grainfield,2021,157.4,165.4,82.55,30.96,47.67,Nebraska,Hall,275.2,40.814421,-99.14348
101041,Corn,Corn DKC63-58,2021,165.0,159.3,88.22,37.38,54.69,Nebraska,Hall,151.7,41.121739,-98.53383
101042,Corn,Corn Pioneer 86P20,2021,156.2,158.7,135.28,35.46,18.12,Nebraska,Hall,96.1,40.326012,-97.596427
101043,"Wheat, Hard Winter",WB-Grainfield,2021,180.9,183.1,173.83,43.76,38.74,Nebraska,Hall,72.6,40.570346,-97.939449
101044,Corn,Corn Pioneer 86P20,2021,198.7,197.3,158.13,41.53,26.2,Nebraska,Hall,158.8,41.352548,-97.74627
101045,"Wheat, Hard Winter",TAM 114,2021,176.5,176.8,126.04,25.48,56.62,Nebraska,Hall,195.7,40.184422,-98.469865
101046,Corn,Corn Pioneer 86P20,2021,160.6,166.6,59.97,68.68,40.74,Nebraska,Hall,228.3,40.106594,-98.022678
101047,Corn,Corn DKC63-58,2021,186.2,187.0,126.79,78.62,26.88,Nebraska,Hall,119.0,41.639224,-98.977045
101048,Sorghum,Sorghum Hybrid B,2021,143.0,143.4,219.85,8.12,12.4,Nebraska,Hall,55.6,41.120237,-98.280764
101049,"Wheat, Hard Winter",TAM 114,2021,148.9,150.6,101.24,69.61,23.79,Nebraska,Hall,128.8,40.256414,-99.13659
101050,"Wheat, Hard Winter",TAM 114,2021,173.8,172.4,133.56,69.42,44.54,Nebraska,Hall,180.6,41.254755,-98.58176
101051,"Wheat, Hard Winter",WB-Grainfield,2021,172.2,165.7,154.94,56.83,50.8,Nebraska,Hall,279.0,40.057953,-98.433949
101052,Sorghum,Sorghum Hybrid A,2021,158.9,167.9,122.93,42.28,39.73,Nebraska,Hall,162.7,41.541964,-98.257266
101053,"Wheat, Hard Winter",WB-Grainfield,2021,180.4,179.1,131.14,48.01,36.7,Nebraska,Hall,53.7,40.178411,-98.652629
101054,Corn,Corn Pioneer 86P20,2021,201.7,203.6,197.19,27.85,52.66,Nebraska,Hall,39.4,40.173651,-99.27529
101055,"Wheat, Hard Winter",TAM 114,2021,166.4,162.2,113.8,77.87,26.37,Nebraska,Hall,159.5,40.971501,-97.744096
101056,Corn,Corn Pioneer 86P20,2021,161.8,155.2,123.34,38.18,31.87,Nebraska,Hall,170.0,41.357665,-98.090764
101057,"Wheat, Hard Winter",WB-Grainfield,2021,179.9,183.1,127.07,32.1,56.58,Nebraska,Hall,20.3,40.543661,-99.271379
101058,Corn,Corn Pioneer 86P20,2021,133.9,133.1,15,68.29,36.17,Nebraska,Hall,71.4,40.698292,-97.545178
101059,Sorghum,Sorghum Hybrid A,2021,147.4,147.0,72.95,42.63,62.56,Nebraska,Hall,41.7,41.659126,-97.417896
101060,Corn,Corn Pioneer 86P20,2021,208.7,215.0,207.06,58.99,59.23,Nebraska,Hall,164.8,40.332047,-98.102027
101061,Sorghum,Sorghum Hybrid A,2021,187.3,195.5,213.49,36.86,39.09,Nebraska,Hall,33.1,41.245905,-98.545723
101062,"Wheat, Hard Winter",WB-Grainfield,2021,143.0,145.9,111.98,48.08,54.32,Nebraska,Hall,216.7,40.62149,-97.350207
101063,"Wheat, Hard Winter",WB-Grainfield,2021,164.1,167.7,169.28,49.94,38.69,Nebraska,Hall,120.5,40.96239,-98.37193
101064,Corn,Corn Pioneer 86P20,2021,183.3,178.8,119.93,26.11,54.72,Nebraska,Hall,57.7,40.853911,-99.02986
101065,Sorghum,Sorghum Hybrid A,2021,155.8,164.2,100.43,60.94,37.34,Nebraska,Hall,191.4,41.703252,-97.575391
101066,Sorghum,Sorghum Hybrid B,2021,171.8,176.8,156.76,27.06,19.62,Nebraska,Hall,235.4,40.745429,-98.781468
101067,Sorghum,Sorghum Hybrid A,2021,195.2,194.5,243.04,46.87,30.82,Nebraska,Hall,149.3,41.023253,-97.70544
101068,Sorghum,Sorghum Hybrid A,2021,140.5,136.5,54.83,48.89,53.2,Nebraska,Hall,170.5,40.368046,-97.422417
101069,"Wheat, Hard Winter",WB-Grainfield,2021,120.8,123.6,50.75,35.86,39.57,Nebraska,Hall,109.3,41.096246,-97.4882
101070,"Wheat, Hard Winter",TAM 114,2021,184.6,190.8,191.24,44.51,31.38,Nebraska,Hall,99.5,40.939478,-97.657216
101071,"Wheat, Hard Winter",TAM 114,2021,186.9,188.4,164.02,30.05,56.29,Nebraska,Hall,194.9,41.687716,-97.52492
101072,Sorghum,Sorghum Hybrid B,2021,165.7,169.4,176.16,22.12,12.77,Nebraska,Hall,168.8,40.248944,-98.283328
101073,Sorghum,Sorghum Hybrid A,2021,175.9,182.3,158.59,17.46,44.53,Nebraska,Hall,214.6,39.976955,-97.989235
101074,Corn,Corn Pioneer 86P20,2021,193.0,194.3,144.27,35.59,14.94,Nebraska,Hall,45.1,40.188005,-99.004131
101075,Corn,Corn DKC63-58,2021,176.1,169.3,120.18,29.21,12.55,Nebraska,Hall,223.0,40.55759,-99.167201
101076,Sorghum,Sorghum Hybrid B,2021,188.5,195.5,221.14,37.35,43.4,Nebraska,Hall,218.7,40.666941,-97.934409
101077,"Wheat, Hard Winter",TAM 114,2021,151.9,149.9,149.82,53.1,21.85,Nebraska,Hall,167.1,40.485142,-99.250175
101078,Corn,Corn DKC63-58,2021,150.5,148.7,43.4,60.41,42.14,Nebraska,Hall,78.8,41.573377,-98.524578
101079,"Wheat, Hard Winter",WB-Grainfield,2021,188.3,192.4,136.78,37.57,30.47,Nebraska,Hall,110.4,40.663322,-98.365579
101080,Corn,Corn DKC63-58,2021,210,212.1,217.45,32.76,56.54,Nebraska,Hall,99.8,41.273188,-98.369482
101081,Corn,Corn DKC63-58,2021,160.6,164.9,62.53,35.96,44.48,Nebraska,Hall,54.0,41.613684,-97.258327
101082,Corn,Corn DKC63-58,2021,181.1,183.5,97.83,59.44,42.9,Nebraska,Hall,152.5,41.375262,-99.155464
101083,"Wheat, Hard Winter",TAM 114,2021,176.4,179.1,151.83,42.23,44.79,Nebraska,Hall,145.5,41.289327,-98.013388
101084,"Wheat, Hard Winter",WB-Grainfield,2021,143.6,138.4,48.19,50.62,54.78,Nebraska,Hall,228.5,41.523404,-98.071609
101085,Corn,Corn Pioneer 86P20,2021,177.6,171.1,159.35,31.69,69.77,Nebraska,Hall,29.2,41.516796,-98.466454
101086,Sorghum,Sorghum Hybrid B,2021,141.1,149.5,76.69,31.69,60.17,Nebraska,Hall,262.6,40.086548,-97.746467
101087,Corn,Corn Pioneer 86P20,2021,154.2,152.6,118.46,47.05,39.74,Nebraska,Hall,155.1,40.848796,-98.838418
101088,"Wheat, Hard Winter",TAM 114,2021,188.8,196.4,183.67,43.77,41.32,Nebraska,Hall,20.1,41.761586,-97.703081
101089,Corn,Corn DKC63-58,2021,175.4,173.3,109.4,23.14,58.48,Nebraska,Hall,172.0,40.143464,-98.86778
101090,Sorghum,Sorghum Hybrid A,2021,154.9,155.4,114.27,52.02,8.68,Nebraska,Hall,245.6,41.673291,-98.770446
101091,Sorghum,Sorghum Hybrid B,2021,159.0,159.7,186.62,42.85,56.26,Nebraska,Hall,43.3,40.262968,-98.960173
101092,Sorghum,Sorghum Hybrid A,2021,164.5,167.1,172.01,69.75,88.31,Nebraska,Hall,263.5,40.62508,-98.4306
101093,Corn,Corn DKC63-58,2021,160.6,158.3,94.32,49.72,51.5,Nebraska,Hall,256.0,40.405388,-97.959292
101094,Corn,Corn Pioneer 86P20,2021,176.8,184.5,124.38,41.33,12.43,Nebraska,Hall,214.1,41.388543,-97.403346
101095,Sorghum,Sorghum Hybrid A,2021,127.9,123.8,54.97,67.04,30.9,Nebraska,Hall,241.5,41.528781,-97.204307
101096,Corn,Corn Pioneer 86P20,2021,164.4,161.8,120.19,22.51,31.76,Nebraska,Hall,71.4,40.800778,-98.195146
101097,Sorghum,Sorghum Hybrid A,2021,145.1,146.1,116.76,44.22,39.89,Nebraska,Hall,235.0,40.943047,-97.708225
101098,"Wheat, Hard Winter",WB-Grainfield,2021,180.0,182.1,175.42,58.93,43.09,Nebraska,Hall,246.5,41.547206,-97.585265
101099,"Wheat, Hard Winter",TAM 114,2021,197.6,199.8,114.06,65.37,22.73,Nebraska,Hall,269.6,41.583956,-98.906784
101100,Sorghum,Sorghum Hybrid B,2021,134.7,131.2,71.29,44.4,42.04,Nebraska,Hall,232.0,41.830724,-98.078052
101101,Sorghum,Sorghum Hybrid A,2021,135.3,142.7,92.81,59.76,47.65,Nebraska,Hall,190.3,41.491039,-98.552825
101102,Sorghum,Sorghum Hybrid A,2021,164.3,165.7,152.6,72.33,35.59,Nebraska,Hall,95.5,40.421923,-99.147875
101103,"Wheat, Hard Winter",TAM 114,2021,150.8,156.4,86.58,32.2,39.75,Nebraska,Hall,58.4,40.618751,-98.69655
101104,Corn,Corn Pioneer 86P20,2021,210,205.5,237.41,31.25,44.42,Nebraska,Hall,26.2,41.398248,-99.070465
101105,Corn,Corn DKC63-58,2021,151.7,151.3,110.08,32.34,4.55,Nebraska,Hall,187.9,40.862124,-98.6374
101106,Sorghum,Sorghum Hybrid A,2021,168.2,167.4,178.22,29.89,34.67,Nebraska,Hall,231.6,41.669084,-97.250486
101107,Corn,Corn Pioneer 86P20,2021,169.9,166.2,116.55,22.83,47.89,Nebraska,Hall,276.8,40.115174,-97.256607
101108,"Wheat, Hard Winter",TAM 114,2021,170.3,175.1,107.09,67.99,34.89,Nebraska,Hall,94.1,40.715415,-98.517419
101109,Sorghum,Sorghum Hybrid A,2021,167.7,168.8,155.03,23.73,21.22,Nebraska,Hall,86.5,39.967012,-97.853197
101110,Corn,Corn Pioneer 86P20,2021,180.6,181.5,183.44,54.54,57.91,Nebraska,Hall,129.9,41.18656,-98.748929
101111,Corn,Corn DKC63-58,2021,184.6,185.7,108.32,53.52,1.6,Nebraska,Hall,177.0,41.522925,-97.91042
101112,Sorghum,Sorghum Hybrid B,2021,149.4,145.4,76.56,42.44,22.16,Nebraska,Hall,262.9,40.655627,-99.300975
101113,Sorghum,Sorghum Hybrid A,2021,142.9,139.1,166.68,30.15,45.7,Nebraska,Hall,116.7,40.333323,-98.713917
101114,Sorghum,Sorghum Hybrid A,2021,155.6,163.4,141.51,44.49,37.04,Nebraska,Hall,171.9,41.691304,-98.668909
101115,Corn,Corn Pioneer 86P20,2021,205.5,205.2,210.64,47.07,24.55,Nebraska,Hall,265.6,40.124809,-97.889808
101116,Sorghum,Sorghum Hybrid A,2021,156.2,158.9,88.72,78.57,39.75,Nebraska,Hall,272.8,41.568532,-98.522941
101117,Corn,Corn DKC63-58,2021,177.7,179.1,169.96,50.66,24.98,Nebraska,Hall,269.6,39.961376,-98.922753
101118,Sorghum,Sorghum Hybrid B,2021,152.4,160.2,84.58,19.12,38.31,Nebraska,Hall,278.1,40.683131,-97.737488
101119,Sorghum,Sorghum Hybrid A,2021,153.6,156.1,120.23,77.75,43.93,Nebraska,Hall,241.4,41.508086,-97.650281
101120,Corn,Corn Pioneer 86P20,2021,173.7,174.9,117.72,50.89,24.21,Nebraska,Hall,92.0,40.812631,-97.534783
101121,Corn,Corn DKC63-58,2021,168.9,167.7,93.72,37.29,8.86,Nebraska,Hall,254.4,40.697805,-98.727937
101122,Corn,Corn Pioneer 86P20,2021,175.2,167.5,135.63,47.62,8.8,Nebraska,Hall,227.4,41.704205,-99.187258
101123,Sorghum,Sorghum Hybrid A,2021,154.2,153.2,90.73,60.96,37.15,Nebraska,Hall,195.7,40.090285,-98.253946
101124,Corn,Corn Pioneer 86P20,2021,201.5,209.1,182.47,43.84,39.25,Nebraska,Hall,30.7,40.029355,-97.840033
101125,"Wheat, Hard Winter",WB-Grainfield,2021,182.8,183.3,192.83,47.83,55.69,Nebraska,Hall,263.1,41.610338,-97.296427
101126,Sorghum,Sorghum Hybrid B,2021,150.8,155.6,95.24,57.7,53.13,Nebraska,Hall,124.8,39.987709,-97.390395
101127,"Wheat, Hard Winter",TAM 114,2021,165.1,171.0,170.35,24.53,13.8,Nebraska,Hall,216.1,41.803695,-98.269142
101128,Sorghum,Sorghum Hybrid A,2021,187.4,195.5,211.59,47.09,32.04,Nebraska,Hall,106.0,40.031226,-98.537695
101129,Corn,Corn Pioneer 86P20,2021,178.7,181.8,76.6,58.71,39.18,Nebraska,Hall,224.7,41.123539,-97.851069
101130,"Wheat, Hard Winter",TAM 114,2021,165.7,170.4,126.89,50.21,61.05,Nebraska,Hall,216.4,40.924819,-98.109316
101131,Corn,Corn DKC63-58,2021,159.1,162.6,103.15,56.64,60.82,Nebraska,Hall,179.9,41.078735,-99.325713
101132,Corn,Corn Pioneer 86P20,2021,162.3,168.7,101.74,27.3,40.46,Nebraska,Hall,132.9,40.342525,-98.801452
101133,Corn,Corn DKC63-58,2021,184.2,186.1,98.92,26.94,19.31,Nebraska,Hall,232.0,41.108723,-97.911294
101134,Sorghum,Sorghum Hybrid A,2021,129.6,126.7,140.7,58.06,52.82,Nebraska,Hall,38.5,40.071603,-98.960402
101135,"Wheat, Hard Winter",TAM 114,2021,178.8,187.6,181.76,60.67,7.27,Nebraska,Hall,114.2,40.848891,-98.780223
101136,Sorghum,Sorghum Hybrid A,2021,161.1,167.0,96.55,50.78,42.25,Nebraska,Hall,100.7,40.813755,-99.09094
101137,Sorghum,Sorghum Hybrid B,2021,177.1,184.2,126.64,53.99,17.16,Nebraska,Hall,251.9,41.297019,-98.920028
101138,Sorghum,Sorghum Hybrid A,2021,162.6,160.0,159.12,22.73,6.11,Nebraska,Hall,138.5,41.617028,-98.905947
101139,Corn,Corn DKC63-58,2021,164.0,164.1,147.64,43.95,51.23,Nebraska,Hall,177.5,41.07445,-98.070613
101140,"Wheat, Hard Winter",WB-Grainfield,2021,161.3,165.7,67.26,48.92,21.11,Nebraska,Hall,217.1,40.305085,-98.718569
101141,Sorghum,Sorghum Hybrid A,2021,136.2,133.6,87.66,25.13,11.17,Nebraska,Hall,89.7,40.469611,-98.55842
101142,"Wheat, Hard Winter",WB-Grainfield,2021,156.9,165.8,101.63,46.8,48.98,Nebraska,Hall,181.3,40.295111,-97.564877
101143,"Wheat, Hard Winter",TAM 114,2021,168.4,164.3,153.41,46.89,56.44,Nebraska,Hall,50.4,40.652093,-97.445322
101144,"Wheat, Hard Winter",WB-Grainfield,2021,147.6,152.4,110.29,42.27,12.31,Nebraska,Hall,229.0,41.512808,-98.689252
101145,"Wheat, Hard Winter",WB-Grainfield,2021,145.8,142.0,55.95,43.3,54.78,Nebraska,Hall,225.7,41.216743,-97.506216
101146,"Wheat, Hard Winter",WB-Grainfield,2021,151.0,146.3,119.01,43.1,42.83,Nebraska,Hall,142.7,41.068934,-97.48613
101147,"Wheat, Hard Winter",WB-Grainfield,2021,146.3,147.9,136.13,39.72,66.39,Nebraska,Hall,209.0,41.80357,-99.121849
101148,Corn,Corn DKC63-58,2021,164.4,163.4,86.06,70.32,24.1,Nebraska,Hall,37.2,40.813597,-98.811692
101149,Corn,Corn DKC63-58,2021,155.5,160.9,73.44,55.19,34.13,Nebraska,Hall,209.4,40.849544,-97.200624
101150,Corn,Corn Pioneer 86P20,2021,171.8,174.3,171.01,41.05,51.63,Nebraska,Hall,255.7,41.391991,-97.467792
101151,Sorghum,Sorghum Hybrid B,2021,135.5,133.0,66.22,28.59,52.33,Nebraska,Hall,64.5,40.691461,-98.431925
101152,Corn,Corn Pioneer 86P20,2021,169.0,164.6,134.27,44.08,18.52,Nebraska,Hall,77.6,40.065083,-97.549194
101153,"Wheat, Hard Winter",TAM 114,2021,185.4,182.7,143.88,17.69,31.86,Nebraska,Hall,102.9,41.469276,-97.779303
101154,Corn,Corn DKC63-58,2021,187.7,194.4,140.69,69.12,34.85,Nebraska,Hall,92.2,41.08945,-97.76834
101155,Corn,Corn DKC63-58,2021,165.0,167.9,116.72,76.44,11.83,Nebraska,Hall,70.4,41.320331,-99.051107
101156,Sorghum,Sorghum Hybrid B,2021,135.5,131.0,104.0,14.06,14.7,Nebraska,Hall,242.2,41.334557,-98.656952
101157,Sorghum,Sorghum Hybrid A,2021,162.1,162.1,132.51,48.31,20.82,Nebraska,Hall,180.3,40.525923,-97.581157
101158,"Wheat, Hard Winter",TAM 114,2021,175.1,182.4,150.93,31.32,38.0,Nebraska,Hall,195.0,40.944263,-97.286225
101159,Corn,Corn DKC63-58,2021,157.0,157.8,72.83,58.92,27.52,Nebraska,Hall,231.3,40.694176,-97.387723
101160,Corn,Corn DKC63-58,2021,191.4,197.8,152.48,32.04,17.7,Nebraska,Hall,90.9,41.328188,-97.904975
101161,Sorghum,Sorghum Hybrid B,2021,169.4,173.8,191.23,54.72,16.48,Nebraska,Hall,148.5,41.666591,-99.29862
101162,"Wheat, Hard Winter",WB-Grainfield,2021,169.3,177.1,164.99,41.9,24.34,Nebraska,Hall,266.8,40.657882,-98.757185
101163,Sorghum,Sorghum Hybrid B,2021,149.1,158.1,137.18,63.11,57.12,Nebraska,Hall,270.2,40.92294,-98.042406
101164,Sorghum,Sorghum Hybrid B,2021,149.2,150.7,149.2,27.51,50.66,Nebraska,Hall,150.1,41.125626,-98.652996
101165,"Wheat, Hard Winter",WB-Grainfield,2021,159.3,156.4,74.13,66.73,38.36,Nebraska,Hall,173.7,40.78832,-97.432175
101166,"Wheat, Hard Winter",WB-Grainfield,2021,173.0,177.7,155.01,67.55,37.33,Nebraska,Hall,119.5,40.791377,-98.654396
101167,Sorghum,Sorghum Hybrid A,2021,156.5,158.1,125.21,32.71,54.44,Nebraska,Hall,255.1,41.258027,-98.147407
101168,"Wheat, Hard Winter",TAM 114,2021,172.2,171.4,138.62,46.73,39.07,Nebraska,Hall,163.7,40.773703,-97.985576
101169,Corn,Corn DKC63-58,2021,175.9,172.2,153.28,5,20.81,Nebraska,Hall,85.7,40.030287,-98.059486
101170,"Wheat, Hard Winter",TAM 114,2021,151.8,154.8,148.27,31.17,31.8,Nebraska,Hall,194.3,40.927758,-98.766324
101171,Sorghum,Sorghum Hybrid A,2021,148.3,151.8,101.0,55.4,22.28,Nebraska,Hall,134.1,39.99967,-99.240129
101172,Sorghum,Sorghum Hybrid B,2021,160.1,156.5,164.35,45.12,26.29,Nebraska,Hall,84.6,40.782773,-99.073853
101173,"Wheat, Hard Winter",WB-Grainfield,2021,162.6,159.1,85.22,51.2,37.84,Nebraska,Hall,52.3,40.940035,-97.954846
101174,"Wheat, Hard Winter",TAM 114,2021,155.5,152.9,33.69,40.89,16.77,Nebraska,Hall,23.3,41.352301,-97.655786
101175,"Wheat, Hard Winter",TAM 114,2021,158.4,166.0,104.3,28.8,49.4,Nebraska,Hall,172.3,41.122835,-99.294241
101176,"Wheat, Hard Winter",TAM 114,2021,159.2,158.6,77.37,50.66,46.33,Nebraska,Hall,252.2,41.398383,-99.072761
101177,Corn,Corn DKC63-58,2021,162.3,168.0,129.88,21.96,18.88,Nebraska,Hall,215.3,41.585171,-97.853632
101178,"Wheat, Hard Winter",TAM 114,2021,175.8,183.9,107.02,48.59,30.53,Nebraska,Hall,187.0,40.537224,-97.495372
101179,Sorghum,Sorghum Hybrid B,2021,169.8,173.4,135.88,15.02,43.69,Nebraska,Hall,223.5,40.811208,-97.824519
101180,Sorghum,Sorghum Hybrid A,2021,155.4,149.4,134.6,43.18,22.01,Nebraska,Hall,246.5,41.233048,-97.372801
101181,Sorghum,Sorghum Hybrid B,2021,153.5,158.0,135.45,41.6,19.92,Nebraska,Hall,254.3,41.127392,-98.496291
101182,Corn,Corn Pioneer 86P20,2021,170.9,177.5,154.34,55.43,33.88,Nebraska,Hall,178.3,41.710688,-97.457528
101183,Sorghum,Sorghum Hybrid A,2021,158.7,152.0,150.33,55.25,52.43,Nebraska,Hall,197.3,40.240629,-97.363805
101184,"Wheat, Hard Winter",TAM 114,2021,176.0,181.8,135.18,57.15,43.18,Nebraska,Hall,268.6,41.633962,-99.32307
101185,"Wheat, Hard Winter",TAM 114,2021,153.0,147.3,91.13,67.27,38.4,Nebraska,Hall,55.5,41.627633,-98.045967
101186,"Wheat, Hard Winter",WB-Grainfield,2021,161.7,168.3,108.1,28.43,45.18,Nebraska,Hall,79.7,39.986573,-98.083654
101187,"Wheat, Hard Winter",TAM 114,2021,171.1,165.1,75.23,58.13,42.9,Nebraska,Hall,68.6,40.798399,-98.605032
101188,"Wheat, Hard Winter",TAM 114,2021,167.9,160.6,176.14,50.61,33.53,Nebraska,Hall,44.5,40.389684,-99.236227
101189,Sorghum,Sorghum Hybrid A,2021,149.0,146.9,117.05,66.35,58.84,Nebraska,Hall,206.9,41.752377,-99.074775
101190,Sorghum,Sorghum Hybrid B,2021,182.8,190.4,201.92,56.01,53.17,Nebraska,Hall,144.6,41.576913,-97.904811
101191,Sorghum,Sorghum Hybrid A,2021,154.2,157.8,95.21,57.14,52.37,Nebraska,Hall,135.9,40.590788,-98.520829
101192,"Wheat, Hard Winter",TAM 114,2021,179.1,186.3,194.44,26.5,8.54,Nebraska,Hall,246.8,41.167448,-98.360443
101193,Corn,Corn Pioneer 86P20,2021,143.7,151.2,64.08,25.62,18.04,Nebraska,Hall,253.2,41.136635,-97.327304
101194,Corn,Corn DKC63-58,2021,196.6,205.6,160.91,27.68,32.43,Nebraska,Hall,36.8,40.13579,-98.510548
101195,"Wheat, Hard Winter",TAM 114,2021,164.4,172.2,88.18,31.5,53.85,Nebraska,Hall,261.0,40.439089,-99.029502
101196,Sorghum,Sorghum Hybrid B,2021,148.2,145.5,109.37,41.62,8.54,Nebraska,Hall,85.3,41.709161,-98.180938
101197,Sorghum,Sorghum Hybrid A,2021,154.6,159.9,161.22,44.71,0,Nebraska,Hall,230.4,40.39528,-99.285787
101198,Corn,Corn Pioneer 86P20,2021,174.5,167.4,166.33,38.28,52.36,Nebraska,Hall,164.9,40.63402,-97.717754
101199,Sorghum,Sorghum Hybrid B,2021,170.5,169.2,165.1,44.25,49.16,Nebraska,Hall,104.9,41.554842,-97.877935
101200,Sorghum,Sorghum Hybrid B,2021,183.0,191.9,151.54,24.45,42.41,Nebraska,Hall,248.0,40.65356,-98.812632
101201,Sorghum,Sorghum Hybrid B,2021,144.7,136.8,120.88,45.71,42.4,Colorado,Yuma,220.2,39.404964,-103.063044
101202,Sorghum,Sorghum Hybrid A,2021,161.6,162.4,78.08,51.97,19.76,Colorado,Yuma,148.5,39.920913,-102.579687
101203,Corn,Corn DKC63-58,2021,164.0,162.3,99.54,15.17,41.69,Colorado,Yuma,67.7,40.888088,-102.160839
101204,"Wheat, Hard Winter",WB-Grainfield,2021,142.6,146.4,116.78,36.41,49.66,Colorado,Yuma,158.2,39.801533,-103.783811
101205,"Wheat, Hard Winter",TAM 114,2021,143.6,142.6,139.73,27.33,62.16,Colorado,Yuma,245.4,40.598097,-103.21166
101206,"Wheat, Hard Winter",WB-Grainfield,2021,130.9,132.0,152.91,52.65,35.25,Colorado,Yuma,77.0,41.019772,-101.659595
101207,"Wheat, Hard Winter",TAM 114,2021,154.9,150.9,118.43,63.23,38.38,Colorado,Yuma,121.2,40.780545,-103.659596
101208,Corn,Corn Pioneer 86P20,2021,175.0,169.2,135.37,20.12,40.44,Colorado,Yuma,156.2,40.332295,-103.023069
101209,Corn,Corn Pioneer 86P20,2021,175.8,169.1,174.83,57.54,32.44,Colorado,Yuma,215.9,39.834472,-102.364591
101210,Sorghum,Sorghum Hybrid B,2021,164.0,163.7,100.82,50.38,54.42,Colorado,Yuma,163.0,40.875066,-101.751681
