field,crop_name_en,variety_name_en,season,yield_bu_ac,yield_target,totalN_per_ac,totalP_per_ac,totalK_per_ac,state,county,acres,lat,long
100419,"Wheat, Hard Winter",WB-Grainfield,2021,150.4,156.0,120.8,48.47,26.07,Oklahoma,Payne,155.7,36.650156,-97.36128
100420,"Wheat, Hard Winter",TAM 114,2021,151.3,153.5,127.82,72.25,40.95,Oklahoma,Payne,130.6,36.183089,-97.632829
100421,Sorghum,Sorghum Hybrid A,2021,124.5,121.9,133.99,46.3,23.94,Texas,Lubbock,170.3,33.338313,-102.559487
100422,"Wheat, Hard Winter",WB-Grainfield,2021,107.6,106.4,73.45,40.36,2.89,Texas,Lubbock,87.9,33.037018,-101.685369
100423,"Wheat, Hard Winter",WB-Grainfield,2021,130.7,135.9,81.78,38.32,54.33,Texas,Lubbock,66.5,33.406447,-102.596249
100424,"Wheat, Hard Winter",TAM 114,2021,133.7,132.5,64.13,53.17,41.12,Texas,Lubbock,214.4,33.293032,-101.688732
100425,"Wheat, Hard Winter",TAM 114,2021,148.8,156.5,134.52,44.64,42.6,Texas,Lubbock,61.8,33.477217,-102.759023
100426,Sorghum,Sorghum Hybrid B,2021,147.0,147.9,173.08,48.7,55.22,Texas,Lubbock,40.8,34.002051,-101.58556
100427,Sorghum,Sorghum Hybrid B,2021,133.9,126.5,149.67,67.33,39.82,Texas,Lubbock,134.1,33.789078,-101.76521
100428,Sorghum,Sorghum Hybrid A,2021,125.7,122.4,88.23,63.01,41.9,Texas,Lubbock,195.2,33.408924,-101.426743
100429,Corn,Corn Pioneer 86P20,2021,156.3,162.4,128.61,38.99,45.67,Texas,Lubbock,154.6,34.388517,-102.13419
100430,Corn,Corn Pioneer 86P20,2021,157.1,156.0,165.42,79.65,26.29,Texas,Lubbock,177.7,32.852283,-102.740751
100431,Corn,Corn DKC63-58,2021,147.2,149.0,166.82,7.1,54.26,Texas,Lubbock,266.2,33.968965,-100.774678
100432,"Wheat, Hard Winter",WB-Grainfield,2021,148.8,150.8,135.39,5,20.96,Texas,Lubbock,220.2,32.701966,-102.64421
100433,Sorghum,Sorghum Hybrid B,2021,164.4,172.6,197.6,44.12,37.53,Texas,Lubbock,184.8,33.631358,-102.878609
100434,Corn,Corn Pioneer 86P20,2021,147.9,142.9,69.78,60.78,26.27,Texas,Lubbock,94.7,33.246358,-102.419155
100435,"Wheat, Hard Winter",WB-Grainfield,2021,160.4,156.4,127.49,8.09,44.4,Texas,Lubbock,67.5,33.109907,-102.316108
100436,Sorghum,Sorghum Hybrid A,2021,137.5,130.8,151.79,32.14,37.28,Texas,Lubbock,237.1,34.465981,-101.816137
100437,Sorghum,Sorghum Hybrid A,2021,116.7,118.5,102.97,55.08,59.17,Texas,Lubbock,240.5,33.171993,-102.497682
100438,"Wheat, Hard Winter",WB-Grainfield,2021,142.5,150.5,130.03,36.62,21.51,Texas,Lubbock,123.4,32.711869,-102.135964
100439,"Wheat, Hard Winter",TAM 114,2021,155.9,159.4,169.56,58.27,35.27,Texas,Lubbock,138.9,33.370913,-102.678355
100440,Corn,Corn DKC63-58,2021,148.5,143.6,127.12,57.64,48.4,Texas,Lubbock,68.7,33.455491,-101.977996
100441,Corn,Corn DKC63-58,2021,161.0,156.9,124.75,54.9,48.46,Texas,Lubbock,242.1,32.839753,-102.306112
100442,Sorghum,Sorghum Hybrid B,2021,131.9,124.1,156.84,72.07,34.86,Texas,Lubbock,242.6,33.450889,-102.604162
100443,"Wheat, Hard Winter",WB-Grainfield,2021,135.1,138.8,112.12,64.56,23.15,Texas,Lubbock,224.2,32.764069,-101.1096
100444,Corn,Corn Pioneer 86P20,2021,136.7,133.1,108.4,58.05,5.86,Texas,Lubbock,137.0,32.687687,-102.633278
100445,"Wheat, Hard Winter",TAM 114,2021,134.6,132.1,97.07,28.91,47.36,Texas,Lubbock,170.0,33.619845,-101.195562
100446,Corn,Corn Pioneer 86P20,2021,153.3,159.0,115.53,67.02,41.2,Texas,Lubbock,119.1,33.291038,-101.511199
100447,"Wheat, Hard Winter",WB-Grainfield,2021,160.1,157.1,154.11,49.12,37.67,Texas,Lubbock,240.7,33.158198,-101.481783
100448,Corn,Corn DKC63-58,2021,168.2,163.0,199.24,35.03,20.82,Texas,Lubbock,223.1,34.273003,-102.624912
100449,Sorghum,Sorghum Hybrid B,2021,140.3,133.4,124.4,38.77,39.26,Texas,Lubbock,264.5,34.319513,-101.693446
100450,Sorghum,Sorghum Hybrid B,2021,139.7,147.5,151.07,44.81,31.67,Texas,Lubbock,156.2,33.390708,-102.395417
100451,"Wheat, Hard Winter",WB-Grainfield,2021,156.9,155.0,168.58,58.96,37.79,Texas,Lubbock,135.2,34.389018,-100.998669
100452,Corn,Corn DKC63-58,2021,167.0,166.8,202.42,74.25,17.85,Texas,Lubbock,162.6,34.072932,-100.969954
100453,Corn,Corn DKC63-58,2021,148.5,147.5,97.91,46.32,46.16,Texas,Lubbock,256.3,32.945863,-102.876777
100454,"Wheat, Hard Winter",TAM 114,2021,130.3,130.4,124.29,45.4,65.94,Texas,Lubbock,109.4,32.667352,-101.953042
100455,Corn,Corn Pioneer 86P20,2021,136.6,132.8,102.23,41.91,47.08,Texas,Lubbock,227.2,34.008382,-101.47882
100456,Corn,Corn Pioneer 86P20,2021,120.1,125.8,100.59,50.56,38.8,Texas,Lubbock,88.4,33.950817,-102.273711
100457,"Wheat, Hard Winter",WB-Grainfield,2021,164.0,166.5,147.29,36.92,31.09,Texas,Lubbock,127.4,33.167055,-101.529942
100458,Sorghum,Sorghum Hybrid B,2021,155.8,152.4,183.0,51.07,38.55,Texas,Lubbock,25.0,34.008872,-101.300364
100459,Sorghum,Sorghum Hybrid A,2021,144.9,153.9,88.87,45.59,26.53,Texas,Lubbock,59.2,33.531,-101.158866
100460,Corn,Corn Pioneer 86P20,2021,151.4,151.4,144.58,43.37,36.86,Texas,Lubbock,239.3,33.015165,-101.048614
100461,Corn,Corn Pioneer 86P20,2021,141.0,145.5,133.87,32.97,38.01,Texas,Lubbock,51.7,32.71367,-101.886164
100462,Sorghum,Sorghum Hybrid A,2021,147.0,139.7,113.75,32.42,27.26,Texas,Lubbock,142.9,34.4311,-101.753962
100463,Corn,Corn DKC63-58,2021,153.7,147.6,159.79,76.73,42.43,Texas,Lubbock,186.0,33.852527,-102.18607
100464,Sorghum,Sorghum Hybrid B,2021,127.6,131.3,103.36,52.27,54.12,Texas,Lubbock,172.0,33.957972,-102.559018
100465,Sorghum,Sorghum Hybrid A,2021,135.2,137.8,182.46,57.07,79.25,Texas,Lubbock,61.0,32.763573,-101.481935
100466,"Wheat, Hard Winter",TAM 114,2021,129.9,135.6,143.83,89.98,41.65,Texas,Lubbock,52.7,33.483566,-102.475476
100467,"Wheat, Hard Winter",WB-Grainfield,2021,162.0,159.0,193.8,70.64,21.05,Texas,Lubbock,113.1,33.974372,-102.482493
100468,Sorghum,Sorghum Hybrid B,2021,101.5,96.2,41.28,51.35,13.38,Texas,Lubbock,104.2,33.659161,-101.911355
100469,Corn,Corn DKC63-58,2021,131.4,133.9,138.66,26.25,33.03,Texas,Lubbock,138.1,33.341743,-101.535566
100470,Corn,Corn Pioneer 86P20,2021,138.6,140.0,86.77,41.16,19.76,Texas,Lubbock,191.2,33.814775,-102.19028
100471,"Wheat, Hard Winter",WB-Grainfield,2021,135.0,141.8,113.46,44.14,39.77,Texas,Lubbock,48.7,33.03395,-101.832185
100472,Sorghum,Sorghum Hybrid A,2021,143.4,139.8,164.01,24.93,14.52,Texas,Lubbock,168.5,33.346073,-101.566902
100473,Sorghum,Sorghum Hybrid A,2021,137.9,143.5,143.41,62.98,40.4,Texas,Lubbock,261.9,32.76533,-101.672356
100474,Corn,Corn DKC63-58,2021,163.7,169.9,188.2,52.94,13.58,Texas,Lubbock,226.5,32.798077,-102.42502
100475,"Wheat, Hard Winter",TAM 114,2021,160.7,162.4,135.28,60.67,43.16,Texas,Lubbock,46.3,34.450256,-101.671468
100476,"Wheat, Hard Winter",WB-Grainfield,2021,130.6,129.9,136.03,24.13,26.04,Texas,Lubbock,214.0,32.847795,-101.156584
100477,"Wheat, Hard Winter",WB-Grainfield,2021,121.3,128.6,99.48,28.47,9.62,Texas,Lubbock,151.2,33.695155,-100.706929
100478,Corn,Corn DKC63-58,2021,125.8,121.4,64.38,55.87,22.0,Texas,Lubbock,218.7,34.104846,-100.862477
100479,Corn,Corn DKC63-58,2021,109.6,111.7,87.17,50.21,30.08,Texas,Lubbock,270.0,33.633458,-100.714494
100480,Corn,Corn Pioneer 86P20,2021,158.6,162.3,145.56,75.99,61.77,Texas,Lubbock,98.1,33.174319,-101.681941
100481,"Wheat, Hard Winter",TAM 114,2021,160.7,156.9,104.59,47.3,33.24,Texas,Lubbock,44.5,33.136863,-102.239335
100482,"Wheat, Hard Winter",WB-Grainfield,2021,156.5,156.8,133.66,51.28,28.73,Texas,Lubbock,168.0,34.358146,-101.353735
100483,Sorghum,Sorghum Hybrid B,2021,117.0,114.7,145.81,30.36,41.95,Texas,Lubbock,29.7,34.321606,-101.94453
100484,Sorghum,Sorghum Hybrid A,2021,141.4,134.3,190.51,15.18,22.8,Texas,Lubbock,214.4,33.646328,-102.197504
100485,"Wheat, Hard Winter",TAM 114,2021,108.5,117.0,121.64,36.27,13.73,Texas,Lubbock,105.0,34.080396,-101.634439
100486,Sorghum,Sorghum Hybrid A,2021,149.5,154.2,135.77,36.18,27.8,Texas,Lubbock,132.3,33.69149,-102.322372
100487,Corn,Corn DKC63-58,2021,151.5,154.6,146.54,51.29,20.92,Texas,Lubbock,221.2,33.022589,-101.544807
100488,"Wheat, Hard Winter",TAM 114,2021,129.8,123.7,125.13,61.88,28.69,Texas,Lubbock,83.0,33.435806,-102.096411
100489,Sorghum,Sorghum Hybrid B,2021,135.0,141.0,86.82,22.28,42.31,Texas,Lubbock,109.6,34.175312,-101.528999
100490,Corn,Corn Pioneer 86P20,2021,168.4,161.9,137.09,69.2,48.59,Texas,Lubbock,260.3,34.055205,-102.365294
100491,"Wheat, Hard Winter",TAM 114,2021,140.1,139.8,133.19,42.59,33.65,Texas,Lubbock,245.9,32.693221,-102.440179
100492,"Wheat, Hard Winter",TAM 114,2021,137.2,131.6,95.56,43.2,13.48,Texas,Lubbock,73.0,33.977635,-102.859545
100493,"Wheat, Hard Winter",TAM 114,2021,143.3,143.2,158.0,48.95,32.33,Texas,Lubbock,86.4,34.445835,-102.753485
100494,"Wheat, Hard Winter",WB-Grainfield,2021,159.5,166.5,166.31,37.13,45.07,Texas,Lubbock,192.4,33.384394,-100.744456
100495,"Wheat, Hard Winter",TAM 114,2021,132.4,140.8,69.6,47.08,43.93,Texas,Lubbock,255.0,33.715306,-101.332568
100496,Sorghum,Sorghum Hybrid A,2021,130.6,134.2,112.33,62.47,35.9,Texas,Lubbock,259.8,33.325218,-102.234882
100497,"Wheat, Hard Winter",WB-Grainfield,2021,114.6,107.1,64.97,21.65,55.85,Texas,Lubbock,231.1,33.704385,-102.283574
100498,Sorghum,Sorghum Hybrid B,2021,153.4,155.8,119.35,39.28,9.71,Texas,Lubbock,253.3,33.838497,-102.399658
100499,Sorghum,Sorghum Hybrid A,2021,133.0,136.1,106.56,65.16,28.93,Texas,Lubbock,130.9,33.753958,-101.395093
100500,Sorghum,Sorghum Hybrid A,2021,160.6,169.2,114.75,26.28,66.5,Texas,Lubbock,100.3,32.92579,-100.847334
100501,Sorghum,Sorghum Hybrid B,2021,138.3,132.8,59.79,39.75,46.77,Texas,Lubbock,37.6,32.706018,-102.198888
100502,Corn,Corn DKC63-58,2021,137.6,132.2,127.7,15.3,21.04,Texas,Lubbock,98.9,33.007074,-102.610599
100503,Sorghum,Sorghum Hybrid B,2021,127.8,121.2,83.87,31.02,36.39,Texas,Lubbock,177.5,34.13167,-102.605009
100504,"Wheat, Hard Winter",WB-Grainfield,2021,128.6,123.9,68.19,67.26,28.4,Texas,Lubbock,205.1,32.711236,-101.218015
100505,Sorghum,Sorghum Hybrid B,2021,147.4,142.4,141.52,68.51,38.77,Texas,Lubbock,267.1,34.463928,-101.933573
100506,"Wheat, Hard Winter",WB-Grainfield,2021,169.0,171.3,193.0,20.16,14.24,Texas,Lubbock,198.8,34.216224,-101.315558
100507,Corn,Corn Pioneer 86P20,2021,140.5,141.3,49.57,53.97,80.72,Texas,Lubbock,155.4,33.401661,-101.282626
100508,"Wheat, Hard Winter",WB-Grainfield,2021,152.5,149.7,120.25,41.28,32.39,Texas,Lubbock,154.2,34.22248,-101.885036
100509,Corn,Corn DKC63-58,2021,181.2,180.9,181.13,51.49,52.51,Texas,Lubbock,179.4,34.023029,-102.651023
100510,"Wheat, Hard Winter",TAM 114,2021,149.9,157.1,125.5,48.22,7.43,Texas,Lubbock,122.2,34.326842,-102.701605
100511,Corn,Corn Pioneer 86P20,2021,159.2,160.1,145.81,50.52,23.37,Texas,Lubbock,206.8,33.379766,-101.159653
100512,"Wheat, Hard Winter",TAM 114,2021,122.2,125.4,73.7,63.65,51.4,Texas,Lubbock,118.5,32.93517,-100.988599
100513,Sorghum,Sorghum Hybrid A,2021,135.1,129.1,101.87,70.48,17.46,Texas,Lubbock,129.1,32.899985,-102.453726
100514,"Wheat, Hard Winter",WB-Grainfield,2021,116.5,116.9,77.13,45.28,42.77,Texas,Lubbock,23.2,33.06206,-101.449165
100515,Corn,Corn DKC63-58,2021,144.7,147.4,125.84,43.91,44.34,Texas,Lubbock,134.9,34.208231,-102.443197
100516,Sorghum,Sorghum Hybrid A,2021,136.4,138.7,115.3,52.29,54.01,Texas,Lubbock,34.3,33.279111,-102.707054
100517,Sorghum,Sorghum Hybrid B,2021,127.9,129.6,149.46,56.11,24.47,Texas,Lubbock,278.4,33.718137,-100.774155
100518,"Wheat, Hard Winter",WB-Grainfield,2021,160.4,153.6,161.64,52.45,26.74,Texas,Lubbock,262.2,33.461915,-101.688964
100519,Corn,Corn DKC63-58,2021,146.3,150.1,117.71,32.95,19.17,Texas,Lubbock,55.0,33.812902,-102.659535
100520,"Wheat, Hard Winter",TAM 114,2021,133.3,135.7,90.56,10.44,47.48,Texas,Lubbock,145.8,33.251328,-101.744139
100521,"Wheat, Hard Winter",WB-Grainfield,2021,121.2,126.9,90.31,32.67,33.86,Texas,Lubbock,261.0,34.328961,-102.388012
100522,Corn,Corn Pioneer 86P20,2021,182.4,188.0,192.35,48.37,56.05,Texas,Lubbock,20.4,34.548075,-101.989109
100523,Corn,Corn DKC63-58,2021,159.2,164.6,125.59,43.17,39.44,Texas,Lubbock,165.7,33.234768,-101.785283
100524,Corn,Corn Pioneer 86P20,2021,134.2,140.3,107.42,58.92,3.74,Texas,Lubbock,49.6,33.01863,-101.065584
100525,"Wheat, Hard Winter",WB-Grainfield,2021,151.0,158.2,148.96,22.96,16.47,Texas,Lubbock,258.2,33.670238,-102.162759
100526,Corn,Corn Pioneer 86P20,2021,158.6,154.1,107.94,69.48,29.06,Texas,Lubbock,237.1,33.952437,-101.141022
100527,Corn,Corn Pioneer 86P20,2021,149.7,156.0,127.85,48.95,55.54,Texas,Lubbock,272.1,33.734865,-102.042954
100528,"Wheat, Hard Winter",TAM 114,2021,147.0,146.0,130.68,19.99,34.6,Texas,Lubbock,244.8,33.594403,-102.377187
100529,Corn,Corn DKC63-58,2021,131.3,138.8,122.91,52.39,41.29,Texas,Lubbock,76.2,33.493171,-102.845143
100530,Corn,Corn Pioneer 86P20,2021,165.8,160.2,194.82,33.01,12.07,Texas,Lubbock,69.5,34.306418,-101.091295
100531,"Wheat, Hard Winter",TAM 114,2021,151.5,148.8,173.39,48.61,40.59,Texas,Lubbock,73.3,32.733657,-101.034127
100532,Sorghum,Sorghum Hybrid B,2021,142.9,144.7,182.29,50.55,29.44,Texas,Lubbock,141.4,33.243072,-100.937302
100533,Corn,Corn Pioneer 86P20,2021,152.1,146.6,123.42,58.83,29.47,Texas,Lubbock,70.1,33.16991,-102.866435
100534,"Wheat, Hard Winter",TAM 114,2021,151.6,148.4,106.77,56.32,49.77,Texas,Lubbock,73.7,33.115168,-102.743266
100535,"Wheat, Hard Winter",WB-Grainfield,2021,145.0,143.5,140.37,46.22,39.7,Texas,Lubbock,160.6,32.813627,-102.037783
100536,"Wheat, Hard Winter",WB-Grainfield,2021,120.1,121.2,98.27,72.27,31.18,Texas,Lubbock,180.2,34.499996,-101.237366
100537,Corn,Corn Pioneer 86P20,2021,163.1,166.1,152.51,21.55,45.89,Texas,Lubbock,44.2,34.106338,-101.864799
100538,Sorghum,Sorghum Hybrid A,2021,128.8,132.1,56.24,21.3,19.09,Texas,Lubbock,243.9,34.14868,-100.958711
100539,Corn,Corn DKC63-58,2021,142.7,147.8,88.63,47.3,27.68,Texas,Lubbock,27.9,33.798436,-102.619733
100540,Sorghum,Sorghum Hybrid B,2021,124.6,125.7,141.57,31.4,21.34,Texas,Lubbock,232.6,33.411551,-101.990428
100541,"Wheat, Hard Winter",TAM 114,2021,172.6,174.6,173.69,42.43,22.15,Texas,Lubbock,162.5,34.140197,-101.942222
100542,Corn,Corn Pioneer 86P20,2021,122.2,116.1,94.29,22.04,29.68,Texas,Lubbock,65.0,33.782543,-102.184168
100543,Sorghum,Sorghum Hybrid B,2021,154.3,159.4,146.44,43.34,55.92,Texas,Lubbock,65.8,33.369931,-101.812551
100544,"Wheat, Hard Winter",TAM 114,2021,145.4,137.4,168.44,14.49,52.34,Texas,Lubbock,43.5,32.928778,-102.571724
100545,"Wheat, Hard Winter",WB-Grainfield,2021,128.8,130.5,103.79,40.03,30.9,Texas,Lubbock,121.4,34.385088,-102.22999
100546,Corn,Corn DKC63-58,2021,136.4,142.9,76.29,34.07,8.9,Texas,Lubbock,277.5,32.76858,-100.917633
100547,Sorghum,Sorghum Hybrid A,2021,125.2,121.2,148.26,31.37,54.05,Texas,Lubbock,202.9,33.984222,-102.03261
100548,Corn,Corn DKC63-58,2021,149.7,151.1,101.54,49.37,39.55,Texas,Lubbock,125.6,34.252323,-102.107367
100549,Corn,Corn Pioneer 86P20,2021,157.2,151.6,146.25,39.06,56.19,Texas,Lubbock,95.0,34.331288,-101.452561
100550,Sorghum,Sorghum Hybrid A,2021,134.8,142.6,160.73,15.2,52.94,Texas,Lubbock,55.7,33.834172,-101.900332
100551,Corn,Corn DKC63-58,2021,154.3,158.7,137.19,61.63,52.42,Texas,Lubbock,120.0,34.003047,-102.307649
100552,"Wheat, Hard Winter",WB-Grainfield,2021,168.0,176.3,180.25,49.33,23.49,Texas,Lubbock,28.7,32.80212,-101.293592
100553,"Wheat, Hard Winter",WB-Grainfield,2021,172.5,177.1,213.34,60.86,49.45,Texas,Lubbock,140.9,34.474781,-102.72822
100554,"Wheat, Hard Winter",WB-Grainfield,2021,157.0,164.4,175.78,33.72,51.37,Texas,Lubbock,179.4,33.740534,-102.170669
100555,Corn,Corn DKC63-58,2021,159.9,161.5,229.37,52.97,35.92,Texas,Lubbock,95.2,32.766694,-101.859047
100556,Sorghum,Sorghum Hybrid A,2021,134.5,128.7,110.92,70.27,51.89,Texas,Lubbock,190.6,32.796038,-101.175722
100557,Corn,Corn Pioneer 86P20,2021,135.4,142.9,124.53,57.18,34.97,Texas,Lubbock,180.1,34.054038,-101.449858
100558,Corn,Corn Pioneer 86P20,2021,126.8,124.6,114.22,27.44,44.51,Texas,Lubbock,87.9,32.810363,-102.580845
100559,Sorghum,Sorghum Hybrid B,2021,112.5,107.3,92.22,53.18,24.01,Texas,Lubbock,215.7,33.747739,-101.047967
100560,Sorghum,Sorghum Hybrid B,2021,148.1,152.8,150.33,51.45,26.46,Texas,Lubbock,216.4,34.079613,-101.728454
100561,Corn,Corn DKC63-58,2022,179.7,179.3,185.68,70.57,67.96,Kansas,Ford,143.4,38.039137,-98.784122
100562,"Wheat, Hard Winter",TAM 114,2022,132.5,135.6,88.76,42.08,46.73,Kansas,Ford,45.3,37.267922,-100.305283
100563,Sorghum,Sorghum Hybrid B,2022,115.3,117.3,69.92,62.41,35.87,Kansas,Ford,190.1,37.120359,-100.157705
100564,"Wheat, Hard Winter",TAM 114,2022,162.0,162.9,135.86,45.14,49.12,Kansas,Ford,101.5,38.052449,-100.126664
100565,"Wheat, Hard Winter",WB-Grainfield,2022,176.9,184.1,191.12,49.72,53.61,Kansas,Ford,85.5,37.161967,-99.581353
100566,Sorghum,Sorghum Hybrid A,2022,124.0,129.7,95.42,35.5,37.76,Kansas,Ford,42.5,37.10106,-100.656141
100567,Sorghum,Sorghum Hybrid B,2022,156.7,161.8,120.48,39.63,0,Kansas,Ford,96.6,38.065221,-99.431326
100568,Corn,Corn DKC63-58,2022,188.1,181.1,199.69,57.43,26.67,Kansas,Ford,62.1,38.565651,-100.317737
100569,Corn,Corn Pioneer 86P20,2022,189.3,183.7,185.66,35.47,43.08,Kansas,Ford,147.8,38.210544,-100.41955
100570,"Wheat, Hard Winter",TAM 114,2022,161.0,157.3,125.47,37.7,52.34,Kansas,Ford,257.3,37.597176,-98.927673
100571,Sorghum,Sorghum Hybrid A,2022,121.4,123.2,111.89,34.17,26.63,Kansas,Ford,262.6,37.729228,-98.832196
100572,Corn,Corn DKC63-58,2022,161.3,153.4,173.69,21.85,39.85,Kansas,Ford,133.4,38.562895,-99.100451
100573,Corn,Corn Pioneer 86P20,2022,163.3,166.0,168.95,39.01,30.12,Kansas,Ford,167.5,38.571765,-100.700533
100574,"Wheat, Hard Winter",WB-Grainfield,2022,131.0,123.7,55.7,51.85,30.77,Kansas,Ford,40.9,37.479911,-100.479793
100575,"Wheat, Hard Winter",WB-Grainfield,2022,156.2,160.7,101.05,33.96,53.07,Kansas,Ford,253.1,37.015892,-100.475196
100576,"Wheat, Hard Winter",TAM 114,2022,182.0,188.2,181.78,52.69,29.86,Kansas,Ford,147.2,37.603684,-98.709166
100577,Sorghum,Sorghum Hybrid B,2022,163.1,166.4,133.13,40.4,54.71,Kansas,Ford,34.6,37.620904,-99.408229
100578,"Wheat, Hard Winter",TAM 114,2022,143.6,135.9,131.86,51.15,34.52,Kansas,Ford,212.7,38.47364,-99.539581
100579,Sorghum,Sorghum Hybrid A,2022,127.3,129.7,64.41,19.32,38.72,Kansas,Ford,23.7,38.337169,-100.759293
100580,Sorghum,Sorghum Hybrid A,2022,140.4,146.2,139.66,34.24,40.95,Kansas,Ford,149.3,38.616166,-99.407525
100581,Corn,Corn Pioneer 86P20,2022,140.9,145.9,108.27,41.0,48.84,Kansas,Ford,273.7,37.876862,-100.161892
100582,Sorghum,Sorghum Hybrid B,2022,129.4,137.1,70.17,57.55,21.79,Kansas,Ford,56.7,36.827328,-100.680071
100583,"Wheat, Hard Winter",WB-Grainfield,2022,169.5,163.0,181.74,46.81,44.8,Kansas,Ford,222.2,37.988336,-98.948787
100584,Corn,Corn DKC63-58,2022,166.2,174.1,147.49,67.0,21.72,Kansas,Ford,200.0,37.910022,-100.817233
100585,Sorghum,Sorghum Hybrid B,2022,178.3,179.8,201.67,60.73,31.39,Kansas,Ford,179.1,37.114615,-98.729472
100586,Sorghum,Sorghum Hybrid B,2022,166.1,161.6,183.38,43.42,16.85,Kansas,Ford,244.3,36.850831,-100.652106
100587,Sorghum,Sorghum Hybrid B,2022,166.5,162.1,184.69,75.54,48.56,Kansas,Ford,149.4,37.227625,-99.542997
100588,Corn,Corn Pioneer 86P20,2022,179.3,180.1,182.87,51.43,37.86,Kansas,Ford,47.1,36.884633,-100.38234
100589,Corn,Corn DKC63-58,2022,168.1,164.0,128.24,10.79,36.84,Kansas,Ford,129.0,37.200525,-99.99229
100590,Sorghum,Sorghum Hybrid B,2022,166.6,162.3,183.43,54.46,50.12,Kansas,Ford,251.8,37.907924,-100.508266
100591,Corn,Corn Pioneer 86P20,2022,177.0,169.5,144.58,59.16,34.44,Kansas,Ford,139.0,37.830465,-100.282671
100592,Sorghum,Sorghum Hybrid B,2022,144.1,149.5,149.62,57.92,50.4,Kansas,Ford,139.2,37.962199,-99.554638
100593,Sorghum,Sorghum Hybrid A,2022,156.8,163.0,162.48,30.49,54.73,Kansas,Ford,42.5,37.280425,-99.293961
100594,"Wheat, Hard Winter",TAM 114,2022,136.5,144.0,100.77,49.56,66.4,Kansas,Ford,84.4,38.456678,-99.980902
100595,Sorghum,Sorghum Hybrid A,2022,152.3,158.1,124.48,26.15,23.48,Kansas,Ford,277.7,38.073642,-100.684402
100596,Corn,Corn Pioneer 86P20,2022,167.9,166.0,131.34,20.41,27.82,Kansas,Ford,41.6,37.204219,-98.702306
100597,Sorghum,Sorghum Hybrid B,2022,149.4,158.0,156.26,60.09,19.25,Kansas,Ford,193.9,37.631145,-100.595027
100598,"Wheat, Hard Winter",WB-Grainfield,2022,166.6,169.3,173.7,28.77,35.79,Kansas,Ford,68.1,37.481271,-99.380349
100599,"Wheat, Hard Winter",TAM 114,2022,146.8,142.3,131.26,20.24,22.07,Kansas,Ford,97.1,38.050864,-99.534999
100600,Corn,Corn Pioneer 86P20,2022,176.1,176.0,166.15,36.84,49.04,Kansas,Ford,153.8,36.827661,-100.093847
100601,"Wheat, Hard Winter",TAM 114,2022,168.5,171.5,133.63,36.36,27.13,Kansas,Ford,165.8,38.151022,-99.24499
100602,"Wheat, Hard Winter",TAM 114,2022,148.7,147.9,132.7,30.97,49.28,Kansas,Ford,215.8,36.853474,-100.07981
100603,Corn,Corn DKC63-58,2022,165.5,172.8,154.31,29.17,10.37,Kansas,Ford,150.4,37.608759,-100.090079
100604,"Wheat, Hard Winter",TAM 114,2022,163.9,172.2,144.35,40.44,29.2,Kansas,Ford,69.0,36.8962,-100.537514
100605,Sorghum,Sorghum Hybrid A,2022,152.3,160.8,168.59,31.28,27.87,Kansas,Ford,149.0,37.778726,-100.60954
100606,Corn,Corn DKC63-58,2022,165.9,161.8,107.04,34.52,62.19,Kansas,Ford,135.4,38.550153,-99.481722
100607,Corn,Corn DKC63-58,2022,154.7,156.0,141.91,27.03,27.32,Kansas,Ford,190.5,37.620213,-99.652046
100608,Corn,Corn Pioneer 86P20,2022,185.6,180.1,136.31,60.27,29.58,Kansas,Ford,225.2,37.290326,-98.79633
100609,"Wheat, Hard Winter",TAM 114,2022,134.6,137.9,103.41,87.0,47.45,Kansas,Ford,205.1,37.041621,-100.376608
100610,Sorghum,Sorghum Hybrid B,2022,154.9,158.2,89.71,50.58,42.1,Kansas,Ford,169.4,38.608243,-100.574523
100611,Corn,Corn Pioneer 86P20,2022,157.3,165.4,137.31,47.49,57.74,Kansas,Ford,158.7,38.512841,-100.556683
100612,"Wheat, Hard Winter",WB-Grainfield,2022,145.3,154.2,102.97,77.66,59.03,Kansas,Ford,188.3,38.017087,-99.140932
100613,"Wheat, Hard Winter",WB-Grainfield,2022,170.1,164.1,169.11,56.85,56.41,Kansas,Ford,108.1,36.797112,-99.541452
100614,Sorghum,Sorghum Hybrid B,2022,154.1,159.4,101.56,64.43,41.78,Kansas,Ford,112.9,38.207481,-100.469426
100615,Sorghum,Sorghum Hybrid B,2022,187.5,189.8,248.47,33.51,23.19,Kansas,Ford,196.0,37.721956,-100.776695
100616,"Wheat, Hard Winter",WB-Grainfield,2022,154.3,152.2,119.91,28.48,34.35,Kansas,Ford,123.4,37.335362,-99.919733
100617,"Wheat, Hard Winter",TAM 114,2022,176.5,171.3,186.38,27.95,22.94,Kansas,Ford,76.1,38.133201,-98.925008
100618,"Wheat, Hard Winter",WB-Grainfield,2022,163.6,170.3,113.7,41.46,40.16,Kansas,Ford,56.3,38.624613,-100.754545
100619,"Wheat, Hard Winter",WB-Grainfield,2022,141.1,145.2,45.94,64.11,20.68,Kansas,Ford,43.0,38.184963,-100.598761
100620,Sorghum,Sorghum Hybrid B,2022,140.9,141.3,46.43,46.76,30.04,Kansas,Ford,95.3,38.155726,-100.406056
